0.91366,0.91675,0.91788,0.92535,0.92892,0.93233,0.94742,0.95099,0.95375,0.95975,0.9617,0.95943,0.96267,0.9716,0.97371,0.97598,0.97907,0.96754,0.96738,0.97517,0.97582,0.97696,0.97696,0.96868,0.94888,0.94937,0.94628,0.93801,0.93152,0.91805,0.87585,0.86352,0.84843,0.82993,0.81857,0.80006,0.66537,0.62756,0.5977,0.54885,0.51525,0.4716,0.3593,0.33268,0.31029,0.27621,0.25495,0.2298,0.16131,0.14476,0.13129,0.1123,0.10549,0.096397,0.062967,0.056637,0.053879,0.050795,0.048199,0.046089,0.038948,0.037326,0.038137,0.039435,0.039435,0.039598,0.037812,0.037488,0.039273,0.037812,0.037488,0.035216,0.031646,0.032132,0.031646,0.03051,0.031159,0.034404,0.037975,0.04187,0.048685,0.054528,0.060208,0.063616,0.080331,0.085362,0.09088,0.092178,0.097209,0.098345,0.093476,0.093963,0.096235,0.098182,0.099481,0.097371,0.086822,0.086498,0.08455,0.081305,0.079195,0.074164,0.056962,0.054528,0.050146,0.045602,0.041707,0.035703,0.017851,0.016715,0.014768,0.011847,0.0097371,0.0086011,0.00568,0.0053554,0.0051931,0.00568,0.0060045,0.0077897,0.013957,0.016715,0.020286,0.02418,0.029536,0.042032,0.097371,0.11165,0.1308,0.15709,0.18549,0.23109,0.32051,0.37147,0.43411,0.48166,0.5198,0.5581,0.64119,0.68663,0.75024,0.78757,0.81759,0.86141
0.058423,0.057124,0.057936,0.052418,0.050308,0.046251,0.033431,0.032132,0.030023,0.02629,0.02483,0.028075,0.025316,0.017851,0.016228,0.016553,0.014768,0.02483,0.022882,0.015417,0.015742,0.015093,0.015255,0.022395,0.03554,0.030672,0.028887,0.033431,0.035703,0.043168,0.070756,0.073677,0.075787,0.083252,0.085686,0.09445,0.17722,0.18647,0.18403,0.20091,0.20837,0.22038,0.25933,0.25024,0.24067,0.24408,0.25479,0.26388,0.27783,0.28043,0.27686,0.29195,0.30526,0.31516,0.3283,0.33268,0.3335,0.32976,0.3395,0.33074,0.30623,0.30299,0.30104,0.29958,0.29942,0.2999,0.29796,0.30818,0.31142,0.30753,0.30104,0.28562,0.21113,0.20237,0.19555,0.18679,0.19344,0.19555,0.19831,0.20432,0.21568,0.23109,0.23969,0.24197,0.23044,0.23548,0.23742,0.24554,0.24343,0.24343,0.23174,0.24294,0.24878,0.25511,0.26047,0.26355,0.26696,0.27799,0.29406,0.29617,0.30023,0.3085,0.32376,0.33479,0.34486,0.34096,0.34372,0.33593,0.26144,0.26274,0.27053,0.26485,0.27037,0.27459,0.28595,0.30753,0.33414,0.36725,0.40084,0.43525,0.48069,0.50714,0.53246,0.56199,0.57368,0.57335,0.5529,0.55501,0.55274,0.53846,0.52288,0.4776,0.38429,0.36806,0.34989,0.32214,0.29714,0.26517,0.18046,0.15612,0.13616,0.11133,0.094288,0.065239
0.0048685,0.0047063,0.0050308,0.004544,0.0035703,0.0035703,0.0025966,0.002272,0.0025966,0.0019474,0.0016228,0.0012983,0.00097371,0.00081142,0.00081142,0.00016228,0.00016228,0.00081142,0.00081142,0.00097371,0.00048685,0.00048685,0.00016228,0.00048685,0.00048685,0.0012983,0.00081142,0.00097371,0.00081142,0.0014606,0.0025966,0.0019474,0.0030834,0.0032457,0.0037326,0.0081142,0.01704,0.020123,0.022882,0.029698,0.032944,0.051769,0.10727,0.1248,0.14622,0.15547,0.1545,0.16602,0.20107,0.20367,0.1988,0.1863,0.16813,0.1592,0.14671,0.13827,0.12382,0.11035,0.097209,0.088932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079033,0.07173,0.066212,0.057287,0.055988,0.057773,0.05826,0.053716,0.051931,0.053554,0.056151,0.087796,0.24813,0.28043,0.3236,0.33512,0.3171,0.30071,0.2728,0.25576,0.23044,0.19555,0.16845,0.15336,0.12723,0.11376,0.10613,0.089094,0.086011,0.081467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083739,0.079033,0.070107,0.067186,0.064427,0.065888,0.065888,0.064752,0.060208,0.05826,0.057936,0.060208,0.061668,0.062155,0.06394,0.074651,0.078708,0.10565,0.20983,0.22655,0.25722,0.27556,0.27037,0.28481,0.31986,0.31045,0.27718,0.2371,0.19847,0.18452,0.14119,0.12739,0.11214,0.089906,0.0852,0.076436,0.055339,0.045602,0.037975,0.033593,0.033593,0.031646,0.027264,0.023856,0.019636,0.017202,0.012821,0.012009,0.0082765,0.007952,0.0063291,0.0058423,0.0053554,0.0051931
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016228,0.00016228,0.00016228,0.00016228,0,0.00016228,0.00016228,0.00016228,0.00016228,0.00032457,0.00048685,0.00048685,0.00081142,0.00064914,0.00097371,0.00097371,0.001136,0.001136,0.00081142,0.001136,0.001136,0.0014606,0.0016228,0.0019474,0.0029211,0.0030834,0.0027588,0.0029211,0.0050308,0.0074651,0.010062,0.010386,0.010386,0.010873,0.010711,0.011847,0.014119,0.014119,0.012496,0.012496,0.01136,0.011847,0.0097371,0.0077897,0.0071405,0.00568,0.0038948,0.0035703,0.0032457,0.0025966,0.0025966,0.0029211,0.0030834,0.0025966,0.0025966,0.0029211,0.0032457,0.003408,0.003408,0.0040571,0.004544,0.0037326,0.0037326,0.0029211,0.0029211,0.0025966,0.0025966,0.0025966,0.0024343,0.002272,0.0021097,0.0017851,0.0016228,0.0016228,0.001136,0.00097371,0.00048685,0.00048685,0.00048685,0.00048685,0.00048685,0.00048685,0.00048685,0.00048685,0.00032457,0.00032457,0.00016228,0.00048685,0.00032457,0.00032457,0.00048685,0.00032457,0.00032457,0.00048685,0.00016228,0.00016228,0.00016228,0.00032457,0.00016228,0,0,0,0,0,0.00016228,0.00016228,0,0,0,0,0,0,0,0,0,0,0,0
0.00016228,0.00032457,0.00016228,0,0,0,0.00016228,0.00016228,0,0.00016228,0,0.00016228,0.00064914,0.00032457,0.00016228,0.00016228,0.00016228,0.00032457,0.00064914,0.00048685,0.00016228,0.00016228,0.00032457,0.00032457,0.00064914,0.00048685,0.00048685,0.00064914,0.00064914,0.00064914,0.00097371,0.0014606,0.0017851,0.0027588,0.0032457,0.0037326,0.0066537,0.0089257,0.010549,0.011685,0.012334,0.012334,0.011847,0.011522,0.01136,0.011522,0.011035,0.0095748,0.012171,0.013794,0.014443,0.015579,0.018338,0.018825,0.019636,0.022071,0.023207,0.023856,0.024992,0.025154,0.027426,0.028075,0.029374,0.028887,0.029211,0.028887,0.028562,0.030996,0.03051,0.030023,0.027751,0.024018,0.017527,0.017364,0.014768,0.014119,0.015579,0.017202,0.015579,0.016715,0.018014,0.01915,0.02061,0.02061,0.024667,0.029374,0.029536,0.027913,0.029049,0.028075,0.027751,0.030672,0.031808,0.032457,0.031808,0.030996,0.028724,0.032295,0.03197,0.032132,0.03051,0.029698,0.026128,0.027264,0.0284,0.024992,0.022233,0.019636,0.015742,0.015742,0.014443,0.012496,0.012496,0.010711,0.0077897,0.007952,0.007952,0.0074651,0.0071405,0.0061668,0.0060045,0.0064914,0.0066537,0.0071405,0.006816,0.0061668,0.0061668,0.006816,0.0051931,0.0053554,0.0055177,0.0053554,0.0035703,0.0027588,0.0027588,0.002272,0.0030834,0.0029211,0.0021097,0.0014606,0.0012983,0.00097371,0.00081142,0.00048685
0.00097371,0.00097371,0.001136,0.001136,0.00097371,0.00097371,0.001136,0.00081142,0.00081142,0.00064914,0.00064914,0.00048685,0.00048685,0.00032457,0.00032457,0.00032457,0.00016228,0.00032457,0.00016228,0.00016228,0.00016228,0,0,0,0,0,0,0,0,0,0,0,0.00016228,0.00016228,0.00016228,0.00032457,0.00032457,0.00048685,0.00048685,0.00064914,0.00081142,0.001136,0.0012983,0.00097371,0.00097371,0.00064914,0.00048685,0.00064914,0.0016228,0.0017851,0.002272,0.003408,0.0027588,0.0030834,0.0038948,0.0051931,0.0061668,0.0086011,0.009088,0.010224,0.011198,0.015742,0.015742,0.017527,0.019312,0.0185,0.021422,0.022395,0.024505,0.026939,0.026128,0.022882,0.019799,0.021097,0.021259,0.022233,0.019961,0.019312,0.017689,0.021097,0.024343,0.026128,0.0284,0.030672,0.03408,0.039598,0.04333,0.043979,0.046414,0.046089,0.046251,0.049335,0.049659,0.048685,0.047549,0.044953,0.042519,0.047387,0.051931,0.050308,0.044791,0.041707,0.034404,0.038624,0.042032,0.039111,0.033106,0.025154,0.018176,0.020448,0.018825,0.016553,0.015742,0.012171,0.0089257,0.010549,0.010711,0.010386,0.010224,0.0077897,0.0060045,0.0055177,0.0063291,0.0061668,0.0055177,0.0050308,0.0069783,0.0069783,0.0066537,0.00568,0.0053554,0.0047063,0.0051931,0.004544,0.0047063,0.0040571,0.0032457,0.0025966,0.002272,0.0017851,0.0017851,0.00097371,0.00097371,0.00064914
0.0040571,0.0042194,0.0042194,0.0037326,0.0038948,0.0038948,0.0032457,0.0030834,0.0027588,0.002272,0.0021097,0.0019474,0.0016228,0.0012983,0.0014606,0.0014606,0.001136,0.001136,0.001136,0.00064914,0.0012983,0.001136,0.0014606,0.0014606,0.0019474,0.0042194,0.0064914,0.0094125,0.013632,0.018825,0.02418,0.029374,0.036352,0.041058,0.041707,0.041058,0.049984,0.056475,0.063291,0.063453,0.065076,0.061181,0.056962,0.058423,0.057773,0.055015,0.054365,0.04901,0.046251,0.049172,0.051444,0.055988,0.059721,0.065076,0.082441,0.09656,0.10841,0.1196,0.13048,0.14103,0.16099,0.17446,0.1915,0.2014,0.21211,0.21973,0.2371,0.24327,0.24505,0.24083,0.2384,0.22525,0.14735,0.13746,0.1334,0.12382,0.13307,0.13681,0.14671,0.16261,0.17738,0.1902,0.19588,0.19815,0.21048,0.22558,0.23353,0.23905,0.23905,0.23807,0.22119,0.22639,0.23369,0.2285,0.22655,0.21178,0.20464,0.2074,0.20708,0.19831,0.19393,0.17689,0.15433,0.15222,0.14768,0.13486,0.12317,0.10792,0.07741,0.074976,0.072379,0.069783,0.068647,0.065888,0.064427,0.069783,0.079682,0.086336,0.0852,0.084226,0.081954,0.082441,0.081954,0.076599,0.073515,0.069783,0.060045,0.056313,0.055501,0.052093,0.047712,0.043168,0.03197,0.031159,0.028562,0.023694,0.020935,0.018825,0.014119,0.012983,0.010549,0.0086011,0.0082765,0.0060045
0.0074651,0.0069783,0.0060045,0.0051931,0.0048685,0.0058423,0.0063291,0.0048685,0.0051931,0.0042194,0.0040571,0.0043817,0.00568,0.0048685,0.0047063,0.0032457,0.002272,0.0032457,0.0060045,0.0058423,0.0050308,0.0050308,0.0047063,0.0047063,0.0087634,0.009088,0.0095748,0.0092502,0.010062,0.010711,0.01915,0.023369,0.027426,0.031808,0.036839,0.038624,0.068484,0.084388,0.10597,0.12707,0.14671,0.16131,0.18225,0.19961,0.21162,0.23207,0.24294,0.24732,0.25998,0.26371,0.27377,0.28027,0.28092,0.27085,0.26209,0.2556,0.25446,0.25024,0.24537,0.23694,0.22915,0.22996,0.22119,0.21584,0.20805,0.19961,0.18354,0.17754,0.17332,0.18192,0.19101,0.18922,0.19361,0.1915,0.1764,0.1816,0.18776,0.18744,0.18143,0.17819,0.17413,0.16829,0.16488,0.15871,0.14314,0.14086,0.1381,0.13778,0.13242,0.13242,0.13502,0.13145,0.13713,0.1347,0.13356,0.13843,0.14395,0.14167,0.1446,0.14882,0.1532,0.16196,0.18241,0.19004,0.20383,0.22265,0.23661,0.24051,0.27167,0.27686,0.26452,0.26793,0.27507,0.26306,0.22298,0.21259,0.216,0.21568,0.22103,0.20204,0.18306,0.17397,0.16293,0.15352,0.1446,0.13973,0.13145,0.12853,0.12106,0.10922,0.099318,0.093152,0.080169,0.067835,0.058098,0.048199,0.043006,0.037163,0.027588,0.023044,0.018663,0.016066,0.012496,0.0084388
