,노선 ID,노선명,출발 시간
51,293000169,1000번 (반석역~홍익대학교),18
52,293000169,1000번 (반석역~홍익대학교),18.25
53,293000169,1000번 (반석역~홍익대학교),18.5
54,293000169,1000번 (반석역~홍익대학교),18.75
55,293000169,1000번 (반석역~홍익대학교),19
56,293000169,1000번 (반석역~홍익대학교),19.25
57,293000169,1000번 (반석역~홍익대학교),19.5
58,293000169,1000번 (반석역~홍익대학교),19.75
59,293000169,1000번 (반석역~홍익대학교),20
60,293000169,1000번 (반석역~홍익대학교),20.25
61,293000169,1000번 (반석역~홍익대학교),20.5
62,293000169,1000번 (반석역~홍익대학교),20.75
63,293000169,1000번 (반석역~홍익대학교),21
64,293000169,1000번 (반석역~홍익대학교),21.25
65,293000169,1000번 (반석역~홍익대학교),21.5
66,293000169,1000번 (반석역~홍익대학교),21.75
67,293000169,1000번 (반석역~홍익대학교),22
68,293000169,1000번 (반석역~홍익대학교),22.25
69,293000169,1000번 (반석역~홍익대학교),22.5
70,293000169,1000번 (반석역~홍익대학교),22.75
71,293000169,1000번 (반석역~홍익대학교),23
72,293000168,1000번 (홍익대학교~반석역),5.5
73,293000168,1000번 (홍익대학교~반석역),5.75
74,293000168,1000번 (홍익대학교~반석역),6
75,293000168,1000번 (홍익대학교~반석역),6.25
76,293000168,1000번 (홍익대학교~반석역),6.5
77,293000168,1000번 (홍익대학교~반석역),6.75
78,293000168,1000번 (홍익대학교~반석역),7
79,293000168,1000번 (홍익대학교~반석역),7.25
80,293000168,1000번 (홍익대학교~반석역),7.5
81,293000168,1000번 (홍익대학교~반석역),7.75
82,293000168,1000번 (홍익대학교~반석역),8
83,293000168,1000번 (홍익대학교~반석역),8.25
84,293000168,1000번 (홍익대학교~반석역),8.5
85,293000168,1000번 (홍익대학교~반석역),8.75
86,293000168,1000번 (홍익대학교~반석역),9
87,293000168,1000번 (홍익대학교~반석역),9.25
88,293000168,1000번 (홍익대학교~반석역),9.5
89,293000168,1000번 (홍익대학교~반석역),9.75
90,293000168,1000번 (홍익대학교~반석역),10
91,293000168,1000번 (홍익대학교~반석역),10.25
92,293000168,1000번 (홍익대학교~반석역),10.5
93,293000168,1000번 (홍익대학교~반석역),10.75
94,293000168,1000번 (홍익대학교~반석역),11
95,293000168,1000번 (홍익대학교~반석역),11.25
96,293000168,1000번 (홍익대학교~반석역),11.5
97,293000168,1000번 (홍익대학교~반석역),11.75
98,293000168,1000번 (홍익대학교~반석역),12
99,293000168,1000번 (홍익대학교~반석역),12.25
100,293000168,1000번 (홍익대학교~반석역),12.5
101,293000168,1000번 (홍익대학교~반석역),12.75
102,293000168,1000번 (홍익대학교~반석역),13
103,293000168,1000번 (홍익대학교~반석역),13.25
104,293000168,1000번 (홍익대학교~반석역),13.5
105,293000168,1000번 (홍익대학교~반석역),13.75
106,293000168,1000번 (홍익대학교~반석역),14
107,293000168,1000번 (홍익대학교~반석역),14.25
108,293000168,1000번 (홍익대학교~반석역),14.5
109,293000168,1000번 (홍익대학교~반석역),14.75
110,293000168,1000번 (홍익대학교~반석역),15
111,293000168,1000번 (홍익대학교~반석역),15.25
112,293000168,1000번 (홍익대학교~반석역),15.5
113,293000168,1000번 (홍익대학교~반석역),15.75
114,293000168,1000번 (홍익대학교~반석역),16
115,293000168,1000번 (홍익대학교~반석역),16.25
116,293000168,1000번 (홍익대학교~반석역),16.5
117,293000168,1000번 (홍익대학교~반석역),16.75
118,293000168,1000번 (홍익대학교~반석역),17
119,293000168,1000번 (홍익대학교~반석역),17.25
120,293000168,1000번 (홍익대학교~반석역),17.5
121,293000168,1000번 (홍익대학교~반석역),17.75
122,293000168,1000번 (홍익대학교~반석역),18
123,293000168,1000번 (홍익대학교~반석역),18.25
124,293000168,1000번 (홍익대학교~반석역),18.5
125,293000168,1000번 (홍익대학교~반석역),18.75
126,293000168,1000번 (홍익대학교~반석역),19
127,293000168,1000번 (홍익대학교~반석역),19.25
128,293000168,1000번 (홍익대학교~반석역),19.5
129,293000168,1000번 (홍익대학교~반석역),19.75
130,293000168,1000번 (홍익대학교~반석역),20
131,293000168,1000번 (홍익대학교~반석역),20.25
132,293000168,1000번 (홍익대학교~반석역),20.5
133,293000168,1000번 (홍익대학교~반석역),20.75
134,293000168,1000번 (홍익대학교~반석역),21
135,293000168,1000번 (홍익대학교~반석역),21.25
136,293000168,1000번 (홍익대학교~반석역),21.5
137,293000168,1000번 (홍익대학교~반석역),21.75
138,293000168,1000번 (홍익대학교~반석역),22
139,293000168,1000번 (홍익대학교~반석역),22.25
140,293000168,1000번 (홍익대학교~반석역),22.5
141,293000168,1000번 (홍익대학교~반석역),22.75
142,293000168,1000번 (홍익대학교~반석역),23
143,293000178,1004번 (반석역~장군면사무소),5.833333333
144,293000178,1004번 (반석역~장군면사무소),6.083333333
145,293000178,1004번 (반석역~장군면사무소),6.333333333
146,293000178,1004번 (반석역~장군면사무소),6.583333333
147,293000178,1004번 (반석역~장군면사무소),6.833333333
148,293000178,1004번 (반석역~장군면사무소),7.083333333
149,293000178,1004번 (반석역~장군면사무소),7.333333333
150,293000178,1004번 (반석역~장군면사무소),7.583333333
151,293000178,1004번 (반석역~장군면사무소),7.833333333
152,293000178,1004번 (반석역~장군면사무소),8.083333333
153,293000178,1004번 (반석역~장군면사무소),8.333333333
154,293000178,1004번 (반석역~장군면사무소),8.583333333
155,293000178,1004번 (반석역~장군면사무소),8.833333333
156,293000178,1004번 (반석역~장군면사무소),9.083333333
157,293000178,1004번 (반석역~장군면사무소),9.333333333
158,293000178,1004번 (반석역~장군면사무소),9.583333333
159,293000178,1004번 (반석역~장군면사무소),9.833333333
160,293000178,1004번 (반석역~장군면사무소),10.08333333
161,293000178,1004번 (반석역~장군면사무소),10.33333333
162,293000178,1004번 (반석역~장군면사무소),10.58333333
163,293000178,1004번 (반석역~장군면사무소),10.83333333
164,293000178,1004번 (반석역~장군면사무소),11.08333333
165,293000178,1004번 (반석역~장군면사무소),11.33333333
166,293000178,1004번 (반석역~장군면사무소),11.58333333
167,293000178,1004번 (반석역~장군면사무소),11.83333333
168,293000178,1004번 (반석역~장군면사무소),12.08333333
169,293000178,1004번 (반석역~장군면사무소),12.33333333
170,293000178,1004번 (반석역~장군면사무소),12.58333333
171,293000178,1004번 (반석역~장군면사무소),12.83333333
172,293000178,1004번 (반석역~장군면사무소),13.08333333
173,293000178,1004번 (반석역~장군면사무소),13.33333333
174,293000178,1004번 (반석역~장군면사무소),13.58333333
175,293000178,1004번 (반석역~장군면사무소),13.83333333
176,293000178,1004번 (반석역~장군면사무소),14.08333333
177,293000178,1004번 (반석역~장군면사무소),14.33333333
178,293000178,1004번 (반석역~장군면사무소),14.58333333
179,293000178,1004번 (반석역~장군면사무소),14.83333333
180,293000178,1004번 (반석역~장군면사무소),15.08333333
181,293000178,1004번 (반석역~장군면사무소),15.33333333
182,293000178,1004번 (반석역~장군면사무소),15.58333333
183,293000178,1004번 (반석역~장군면사무소),15.83333333
184,293000178,1004번 (반석역~장군면사무소),16.08333333
185,293000178,1004번 (반석역~장군면사무소),16.33333333
186,293000178,1004번 (반석역~장군면사무소),16.58333333
187,293000178,1004번 (반석역~장군면사무소),16.83333333
188,293000178,1004번 (반석역~장군면사무소),17.08333333
189,293000178,1004번 (반석역~장군면사무소),17.33333333
190,293000178,1004번 (반석역~장군면사무소),17.58333333
191,293000178,1004번 (반석역~장군면사무소),17.83333333
192,293000178,1004번 (반석역~장군면사무소),18.08333333
193,293000178,1004번 (반석역~장군면사무소),18.33333333
194,293000178,1004번 (반석역~장군면사무소),18.58333333
195,293000178,1004번 (반석역~장군면사무소),18.83333333
196,293000178,1004번 (반석역~장군면사무소),19.08333333
197,293000178,1004번 (반석역~장군면사무소),19.33333333
198,293000178,1004번 (반석역~장군면사무소),19.58333333
199,293000178,1004번 (반석역~장군면사무소),19.83333333
200,293000178,1004번 (반석역~장군면사무소),20.08333333
201,293000178,1004번 (반석역~장군면사무소),20.33333333
202,293000178,1004번 (반석역~장군면사무소),20.58333333
203,293000178,1004번 (반석역~장군면사무소),20.83333333
204,293000178,1004번 (반석역~장군면사무소),21.08333333
205,293000178,1004번 (반석역~장군면사무소),21.33333333
206,293000178,1004번 (반석역~장군면사무소),21.58333333
207,293000178,1004번 (반석역~장군면사무소),21.83333333
208,293000178,1004번 (반석역~장군면사무소),22.08333333
209,293000178,1004번 (반석역~장군면사무소),22.33333333
210,293000178,1004번 (반석역~장군면사무소),22.58333333
211,293000178,1004번 (반석역~장군면사무소),22.83333333
212,293000178,1004번 (반석역~장군면사무소),23.16666667
213,293000179,1004번 (장군면사무소~반석역),5.916666667
214,293000179,1004번 (장군면사무소~반석역),6.166666667
215,293000179,1004번 (장군면사무소~반석역),6.416666667
216,293000179,1004번 (장군면사무소~반석역),6.666666667
217,293000179,1004번 (장군면사무소~반석역),6.916666667
218,293000179,1004번 (장군면사무소~반석역),7.166666667
219,293000179,1004번 (장군면사무소~반석역),7.416666667
220,293000179,1004번 (장군면사무소~반석역),7.666666667
221,293000179,1004번 (장군면사무소~반석역),7.916666667
222,293000179,1004번 (장군면사무소~반석역),8.166666667
223,293000179,1004번 (장군면사무소~반석역),8.416666667
224,293000179,1004번 (장군면사무소~반석역),8.666666667
225,293000179,1004번 (장군면사무소~반석역),8.916666667
226,293000179,1004번 (장군면사무소~반석역),9.166666667
227,293000179,1004번 (장군면사무소~반석역),9.416666667
228,293000179,1004번 (장군면사무소~반석역),9.666666667
229,293000179,1004번 (장군면사무소~반석역),9.916666667
230,293000179,1004번 (장군면사무소~반석역),10.16666667
231,293000179,1004번 (장군면사무소~반석역),10.41666667
232,293000179,1004번 (장군면사무소~반석역),10.66666667
233,293000179,1004번 (장군면사무소~반석역),10.91666667
234,293000179,1004번 (장군면사무소~반석역),11.16666667
235,293000179,1004번 (장군면사무소~반석역),11.41666667
236,293000179,1004번 (장군면사무소~반석역),11.66666667
237,293000179,1004번 (장군면사무소~반석역),11.91666667
238,293000179,1004번 (장군면사무소~반석역),12.16666667
239,293000179,1004번 (장군면사무소~반석역),12.41666667
240,293000179,1004번 (장군면사무소~반석역),12.66666667
241,293000179,1004번 (장군면사무소~반석역),12.91666667
242,293000179,1004번 (장군면사무소~반석역),13.16666667
243,293000179,1004번 (장군면사무소~반석역),13.41666667
244,293000179,1004번 (장군면사무소~반석역),13.66666667
245,293000179,1004번 (장군면사무소~반석역),13.91666667
246,293000179,1004번 (장군면사무소~반석역),14.16666667
247,293000179,1004번 (장군면사무소~반석역),14.41666667
248,293000179,1004번 (장군면사무소~반석역),14.66666667
249,293000179,1004번 (장군면사무소~반석역),14.91666667
250,293000179,1004번 (장군면사무소~반석역),15.16666667
251,293000179,1004번 (장군면사무소~반석역),15.41666667
252,293000179,1004번 (장군면사무소~반석역),15.66666667
253,293000179,1004번 (장군면사무소~반석역),15.91666667
254,293000179,1004번 (장군면사무소~반석역),16.16666667
255,293000179,1004번 (장군면사무소~반석역),16.41666667
256,293000179,1004번 (장군면사무소~반석역),16.66666667
257,293000179,1004번 (장군면사무소~반석역),16.91666667
258,293000179,1004번 (장군면사무소~반석역),17.16666667
259,293000179,1004번 (장군면사무소~반석역),17.41666667
260,293000179,1004번 (장군면사무소~반석역),17.66666667
261,293000179,1004번 (장군면사무소~반석역),17.91666667
262,293000179,1004번 (장군면사무소~반석역),18.16666667
263,293000179,1004번 (장군면사무소~반석역),18.41666667
264,293000179,1004번 (장군면사무소~반석역),18.66666667
265,293000179,1004번 (장군면사무소~반석역),18.91666667
266,293000179,1004번 (장군면사무소~반석역),19.16666667
267,293000179,1004번 (장군면사무소~반석역),19.41666667
268,293000179,1004번 (장군면사무소~반석역),19.66666667
269,293000179,1004번 (장군면사무소~반석역),19.91666667
270,293000179,1004번 (장군면사무소~반석역),20.16666667
271,293000179,1004번 (장군면사무소~반석역),20.41666667
272,293000179,1004번 (장군면사무소~반석역),20.66666667
273,293000179,1004번 (장군면사무소~반석역),20.91666667
274,293000179,1004번 (장군면사무소~반석역),21.16666667
275,293000179,1004번 (장군면사무소~반석역),21.41666667
276,293000179,1004번 (장군면사무소~반석역),21.66666667
277,293000179,1004번 (장군면사무소~반석역),21.91666667
278,293000179,1004번 (장군면사무소~반석역),22.16666667
279,293000179,1004번 (장군면사무소~반석역),22.41666667
280,293000179,1004번 (장군면사무소~반석역),22.66666667
281,293000179,1004번 (장군면사무소~반석역),22.91666667
282,293000179,1004번 (장군면사무소~반석역),23.16666667
283,293000282,1005번 (반석역~은하수공원),5.75
284,293000282,1005번 (반석역~은하수공원),6.083333333
285,293000282,1005번 (반석역~은하수공원),6.416666667
286,293000282,1005번 (반석역~은하수공원),6.75
287,293000282,1005번 (반석역~은하수공원),7.083333333
288,293000282,1005번 (반석역~은하수공원),7.416666667
289,293000282,1005번 (반석역~은하수공원),7.75
290,293000282,1005번 (반석역~은하수공원),8.083333333
291,293000282,1005번 (반석역~은하수공원),8.416666667
292,293000282,1005번 (반석역~은하수공원),8.75
293,293000282,1005번 (반석역~은하수공원),9.083333333
294,293000282,1005번 (반석역~은하수공원),9.416666667
295,293000282,1005번 (반석역~은하수공원),9.75
296,293000282,1005번 (반석역~은하수공원),10.08333333
297,293000282,1005번 (반석역~은하수공원),10.41666667
298,293000282,1005번 (반석역~은하수공원),10.75
299,293000282,1005번 (반석역~은하수공원),11.08333333
300,293000282,1005번 (반석역~은하수공원),11.41666667
301,293000282,1005번 (반석역~은하수공원),11.75
302,293000282,1005번 (반석역~은하수공원),12.08333333
303,293000282,1005번 (반석역~은하수공원),12.41666667
304,293000282,1005번 (반석역~은하수공원),12.75
305,293000282,1005번 (반석역~은하수공원),13.08333333
306,293000282,1005번 (반석역~은하수공원),13.41666667
307,293000282,1005번 (반석역~은하수공원),13.75
308,293000282,1005번 (반석역~은하수공원),14.08333333
309,293000282,1005번 (반석역~은하수공원),14.41666667
310,293000282,1005번 (반석역~은하수공원),14.75
311,293000282,1005번 (반석역~은하수공원),15.08333333
312,293000282,1005번 (반석역~은하수공원),15.41666667
313,293000282,1005번 (반석역~은하수공원),15.75
314,293000282,1005번 (반석역~은하수공원),16.08333333
315,293000282,1005번 (반석역~은하수공원),16.41666667
316,293000282,1005번 (반석역~은하수공원),16.75
317,293000282,1005번 (반석역~은하수공원),17.08333333
318,293000282,1005번 (반석역~은하수공원),17.41666667
319,293000282,1005번 (반석역~은하수공원),17.75
320,293000282,1005번 (반석역~은하수공원),18.08333333
321,293000282,1005번 (반석역~은하수공원),18.41666667
322,293000282,1005번 (반석역~은하수공원),18.75
323,293000282,1005번 (반석역~은하수공원),19.08333333
324,293000282,1005번 (반석역~은하수공원),19.41666667
325,293000282,1005번 (반석역~은하수공원),19.75
326,293000282,1005번 (반석역~은하수공원),20.08333333
327,293000282,1005번 (반석역~은하수공원),20.41666667
328,293000282,1005번 (반석역~은하수공원),20.75
329,293000282,1005번 (반석역~은하수공원),21.08333333
330,293000282,1005번 (반석역~은하수공원),21.41666667
331,293000282,1005번 (반석역~은하수공원),21.75
332,293000282,1005번 (반석역~은하수공원),22.08333333
333,293000282,1005번 (반석역~은하수공원),22.41666667
334,293000282,1005번 (반석역~은하수공원),22.75
335,293000282,1005번 (반석역~은하수공원),23.08333333
336,293000283,1005번 (은하수공원~반석역),5.833333333
337,293000283,1005번 (은하수공원~반석역),6.166666667
338,293000283,1005번 (은하수공원~반석역),6.5
339,293000283,1005번 (은하수공원~반석역),6.833333333
340,293000283,1005번 (은하수공원~반석역),7.166666667
341,293000283,1005번 (은하수공원~반석역),7.5
342,293000283,1005번 (은하수공원~반석역),7.833333333
343,293000283,1005번 (은하수공원~반석역),8.166666667
344,293000283,1005번 (은하수공원~반석역),8.5
345,293000283,1005번 (은하수공원~반석역),8.833333333
346,293000283,1005번 (은하수공원~반석역),9.166666667
347,293000283,1005번 (은하수공원~반석역),9.5
348,293000283,1005번 (은하수공원~반석역),9.833333333
349,293000283,1005번 (은하수공원~반석역),10.16666667
350,293000283,1005번 (은하수공원~반석역),10.5
351,293000283,1005번 (은하수공원~반석역),10.83333333
352,293000283,1005번 (은하수공원~반석역),11.16666667
353,293000283,1005번 (은하수공원~반석역),11.5
354,293000283,1005번 (은하수공원~반석역),11.83333333
355,293000283,1005번 (은하수공원~반석역),12.16666667
356,293000283,1005번 (은하수공원~반석역),12.5
357,293000283,1005번 (은하수공원~반석역),12.83333333
358,293000283,1005번 (은하수공원~반석역),13.16666667
359,293000283,1005번 (은하수공원~반석역),13.5
360,293000283,1005번 (은하수공원~반석역),13.83333333
361,293000283,1005번 (은하수공원~반석역),14.16666667
362,293000283,1005번 (은하수공원~반석역),14.5
363,293000283,1005번 (은하수공원~반석역),14.83333333
364,293000283,1005번 (은하수공원~반석역),15.16666667
365,293000283,1005번 (은하수공원~반석역),15.5
366,293000283,1005번 (은하수공원~반석역),15.83333333
367,293000283,1005번 (은하수공원~반석역),16.16666667
368,293000283,1005번 (은하수공원~반석역),16.5
369,293000283,1005번 (은하수공원~반석역),16.83333333
370,293000283,1005번 (은하수공원~반석역),17.16666667
371,293000283,1005번 (은하수공원~반석역),17.5
372,293000283,1005번 (은하수공원~반석역),17.83333333
373,293000283,1005번 (은하수공원~반석역),18.16666667
374,293000283,1005번 (은하수공원~반석역),18.5
375,293000283,1005번 (은하수공원~반석역),18.83333333
376,293000283,1005번 (은하수공원~반석역),19.16666667
377,293000283,1005번 (은하수공원~반석역),19.5
378,293000283,1005번 (은하수공원~반석역),19.83333333
379,293000283,1005번 (은하수공원~반석역),20.16666667
380,293000283,1005번 (은하수공원~반석역),20.5
381,293000283,1005번 (은하수공원~반석역),20.83333333
382,293000283,1005번 (은하수공원~반석역),21.16666667
383,293000283,1005번 (은하수공원~반석역),21.5
384,293000283,1005번 (은하수공원~반석역),21.83333333
385,293000283,1005번 (은하수공원~반석역),22.16666667
386,293000283,1005번 (은하수공원~반석역),22.5
387,293000283,1005번 (은하수공원~반석역),22.83333333
388,293000180,11번 (조치원버스터미널~조치원버스터미널),5.5
389,293000180,11번 (조치원버스터미널~조치원버스터미널),6
390,293000180,11번 (조치원버스터미널~조치원버스터미널),6.5
391,293000180,11번 (조치원버스터미널~조치원버스터미널),7
392,293000180,11번 (조치원버스터미널~조치원버스터미널),7.5
393,293000180,11번 (조치원버스터미널~조치원버스터미널),8
394,293000180,11번 (조치원버스터미널~조치원버스터미널),8.5
395,293000180,11번 (조치원버스터미널~조치원버스터미널),9
396,293000180,11번 (조치원버스터미널~조치원버스터미널),9.5
397,293000180,11번 (조치원버스터미널~조치원버스터미널),10
398,293000180,11번 (조치원버스터미널~조치원버스터미널),10.5
399,293000180,11번 (조치원버스터미널~조치원버스터미널),11
400,293000180,11번 (조치원버스터미널~조치원버스터미널),11.5
401,293000180,11번 (조치원버스터미널~조치원버스터미널),12
402,293000180,11번 (조치원버스터미널~조치원버스터미널),12.5
403,293000180,11번 (조치원버스터미널~조치원버스터미널),13
404,293000180,11번 (조치원버스터미널~조치원버스터미널),13.5
405,293000180,11번 (조치원버스터미널~조치원버스터미널),14
406,293000180,11번 (조치원버스터미널~조치원버스터미널),14.5
407,293000180,11번 (조치원버스터미널~조치원버스터미널),15
408,293000180,11번 (조치원버스터미널~조치원버스터미널),15.5
409,293000180,11번 (조치원버스터미널~조치원버스터미널),16
410,293000180,11번 (조치원버스터미널~조치원버스터미널),16.5
411,293000180,11번 (조치원버스터미널~조치원버스터미널),17
412,293000180,11번 (조치원버스터미널~조치원버스터미널),17.5
413,293000180,11번 (조치원버스터미널~조치원버스터미널),18
414,293000180,11번 (조치원버스터미널~조치원버스터미널),18.5
415,293000180,11번 (조치원버스터미널~조치원버스터미널),19
416,293000180,11번 (조치원버스터미널~조치원버스터미널),19.5
417,293000180,11번 (조치원버스터미널~조치원버스터미널),20
418,293000180,11번 (조치원버스터미널~조치원버스터미널),20.5
419,293000180,11번 (조치원버스터미널~조치원버스터미널),21
420,293000180,11번 (조치원버스터미널~조치원버스터미널),21.5
421,293000180,11번 (조치원버스터미널~조치원버스터미널),22
422,293000181,12번 (조치원버스터미널~조치원버스터미널),6.166666667
423,293000181,12번 (조치원버스터미널~조치원버스터미널),6.666666667
424,293000181,12번 (조치원버스터미널~조치원버스터미널),7.166666667
425,293000181,12번 (조치원버스터미널~조치원버스터미널),7.666666667
426,293000181,12번 (조치원버스터미널~조치원버스터미널),8.25
427,293000181,12번 (조치원버스터미널~조치원버스터미널),8.75
428,293000181,12번 (조치원버스터미널~조치원버스터미널),9.25
429,293000181,12번 (조치원버스터미널~조치원버스터미널),9.75
430,293000181,12번 (조치원버스터미널~조치원버스터미널),10.25
431,293000181,12번 (조치원버스터미널~조치원버스터미널),10.75
432,293000181,12번 (조치원버스터미널~조치원버스터미널),11.25
433,293000181,12번 (조치원버스터미널~조치원버스터미널),11.75
434,293000181,12번 (조치원버스터미널~조치원버스터미널),12.25
435,293000181,12번 (조치원버스터미널~조치원버스터미널),12.75
436,293000181,12번 (조치원버스터미널~조치원버스터미널),13.25
437,293000181,12번 (조치원버스터미널~조치원버스터미널),13.75
438,293000181,12번 (조치원버스터미널~조치원버스터미널),14.25
439,293000181,12번 (조치원버스터미널~조치원버스터미널),14.75
440,293000181,12번 (조치원버스터미널~조치원버스터미널),15.25
441,293000181,12번 (조치원버스터미널~조치원버스터미널),15.75
442,293000181,12번 (조치원버스터미널~조치원버스터미널),16.25
443,293000181,12번 (조치원버스터미널~조치원버스터미널),16.75
444,293000181,12번 (조치원버스터미널~조치원버스터미널),17.25
445,293000181,12번 (조치원버스터미널~조치원버스터미널),17.75
446,293000181,12번 (조치원버스터미널~조치원버스터미널),18.25
447,293000181,12번 (조치원버스터미널~조치원버스터미널),18.75
448,293000181,12번 (조치원버스터미널~조치원버스터미널),19.25
449,293000181,12번 (조치원버스터미널~조치원버스터미널),19.75
450,293000181,12번 (조치원버스터미널~조치원버스터미널),20.25
451,293000181,12번 (조치원버스터미널~조치원버스터미널),20.75
452,293000181,12번 (조치원버스터미널~조치원버스터미널),21.25
453,293000181,12번 (조치원버스터미널~조치원버스터미널),21.75
454,293000181,12번 (조치원버스터미널~조치원버스터미널),22.25
455,293000181,12번 (조치원버스터미널~조치원버스터미널),22.75
456,293000264,13번 (조치원역~조치원역),7.666666667
457,293000212,16번 (조치원역~은하수공원),6.083333333
458,293000212,16번 (조치원역~은하수공원),7.25
459,293000212,16번 (조치원역~은하수공원),9.25
460,293000212,16번 (조치원역~은하수공원),11.58333333
461,293000212,16번 (조치원역~은하수공원),13.75
462,293000212,16번 (조치원역~은하수공원),15.58333333
463,293000212,16번 (조치원역~은하수공원),17.25
464,293000212,16번 (조치원역~은하수공원),20.33333333
465,293000213,16번 (은하수공원~조치원역),6.583333333
466,293000213,16번 (은하수공원~조치원역),7.75
467,293000213,16번 (은하수공원~조치원역),9.833333333
468,293000213,16번 (은하수공원~조치원역),12.16666667
469,293000213,16번 (은하수공원~조치원역),14.33333333
470,293000213,16번 (은하수공원~조치원역),16.16666667
471,293000213,16번 (은하수공원~조치원역),17.83333333
472,293000213,16번 (은하수공원~조치원역),20.83333333
473,293000214,17번 (조치원역~보통1리마을회관),8.166666667
474,293000214,17번 (조치원역~보통1리마을회관),9.583333333
475,293000214,17번 (조치원역~보통1리마을회관),10.58333333
476,293000214,17번 (조치원역~보통1리마을회관),12.75
477,293000214,17번 (조치원역~보통1리마을회관),15.08333333
478,293000214,17번 (조치원역~보통1리마을회관),18.91666667
479,293000215,17번 (보통1리마을회관~조치원역),8.166666667
480,293000215,17번 (보통1리마을회관~조치원역),9.583333333
481,293000215,17번 (보통1리마을회관~조치원역),10.58333333
482,293000215,17번 (보통1리마을회관~조치원역),12.75
483,293000215,17번 (보통1리마을회관~조치원역),15.08333333
484,293000215,17번 (보통1리마을회관~조치원역),18.91666667
485,293000300,200번 (정부세종청사북측~정부세종청사북측),8.5
486,293000300,200번 (정부세종청사북측~정부세종청사북측),9.5
487,293000300,200번 (정부세종청사북측~정부세종청사북측),10.5
488,293000300,200번 (정부세종청사북측~정부세종청사북측),11.5
489,293000300,200번 (정부세종청사북측~정부세종청사북측),12.5
490,293000300,200번 (정부세종청사북측~정부세종청사북측),13.5
491,293000300,200번 (정부세종청사북측~정부세종청사북측),14.5
492,293000300,200번 (정부세종청사북측~정부세종청사북측),15.5
493,293000300,200번 (정부세종청사북측~정부세종청사북측),16.5
494,293000300,200번 (정부세종청사북측~정부세종청사북측),17.5
495,293000300,200번 (정부세종청사북측~정부세종청사북측),18.5
496,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",6
497,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",6.25
498,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",6.5
499,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",6.75
500,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",7
501,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",7.25
502,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",7.5
503,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",7.666666667
504,293000274,"201번 (정부세종청사남측~정부세종청사남측, 1)",7.833333333
