,노선ID,노선명,정류장ID,정류장명,정류장 순서,X좌표,Y좌표
940,293000227,300번 (조치원역~신탄진역),293015069,명학3리,20,127.35168,36.53454
941,293000227,300번 (조치원역~신탄진역),293012008,부강리,21,127.35955,36.53303
942,293000227,300번 (조치원역~신탄진역),293012011,부강역,22,127.36464,36.53189
943,293000227,300번 (조치원역~신탄진역),293012017,부강면,23,127.36613,36.52986
944,293000227,300번 (조치원역~신탄진역),293012023,부강3리,24,127.36800,36.52795
945,293000227,300번 (조치원역~신탄진역),293012030,부강성당,25,127.37020,36.52811
946,293000227,300번 (조치원역~신탄진역),293012033,부강삼거리,26,127.37218,36.52776
947,293000227,300번 (조치원역~신탄진역),293064280,부강면생활체육관,27,127.37427,36.52667
948,293000227,300번 (조치원역~신탄진역),293012041,등곡3리(충광농원),28,127.38231,36.51333
949,293000227,300번 (조치원역~신탄진역),293012045,등곡리,29,127.38487,36.50773
950,293000227,300번 (조치원역~신탄진역),293012049,매포역(노호2리),30,127.39272,36.49753
951,293000227,300번 (조치원역~신탄진역),293012054,노호1리,31,127.39872,36.49500
952,293000227,300번 (조치원역~신탄진역),293012055,등곡2리,32,127.40229,36.49376
953,293000227,300번 (조치원역~신탄진역),274020044,시목1리,33,127.41045,36.49045
954,293000227,300번 (조치원역~신탄진역),274020015,시목리,34,127.41432,36.48970
955,293000227,300번 (조치원역~신탄진역),274020012,현도면사무소,35,127.42431,36.48395
956,293000227,300번 (조치원역~신탄진역),274020006,현도초등학교,36,127.42592,36.47372
957,293000227,300번 (조치원역~신탄진역),274020007,매봉리,37,127.42421,36.47063
958,293000227,300번 (조치원역~신탄진역),274020017,양지리,38,127.42668,36.45920
959,293000227,300번 (조치원역~신탄진역),187001379,신탄진동행정복지센터,39,127.42857,36.45277
960,293000227,300번 (조치원역~신탄진역),187000280,신탄진역,40,127.42899,36.44958
961,293000217,31번 (부강면~조치원버스터미널),293012017,부강면,1,127.36613,36.52986
962,293000217,31번 (부강면~조치원버스터미널),293012014,부강역,2,127.36517,36.53192
963,293000217,31번 (부강면~조치원버스터미널),293012009,부강리,3,127.36088,36.53291
964,293000217,31번 (부강면~조치원버스터미널),293012004,갈산2리,4,127.35615,36.53772
965,293000217,31번 (부강면~조치원버스터미널),293015074,응암3리입구,5,127.35395,36.54694
966,293000217,31번 (부강면~조치원버스터미널),293064198,응암3리,6,127.35320,36.54797
967,293000217,31번 (부강면~조치원버스터미널),293015058,응암4리,7,127.34480,36.55812
968,293000217,31번 (부강면~조치원버스터미널),293015051,응암2리,8,127.34201,36.55719
969,293000217,31번 (부강면~조치원버스터미널),293064299,노송리,9,127.33604,36.56271
970,293000217,31번 (부강면~조치원버스터미널),293064279,노송1리,10,127.33059,36.56688
971,293000217,31번 (부강면~조치원버스터미널),293015037,노송1리(노리미),11,127.32836,36.56935
972,293000217,31번 (부강면~조치원버스터미널),293015033,노송2리,12,127.32616,36.57126
973,293000217,31번 (부강면~조치원버스터미널),293015025,예양리,13,127.32321,36.57279
974,293000217,31번 (부강면~조치원버스터미널),293015019,예양1리,14,127.32155,36.57534
975,293000217,31번 (부강면~조치원버스터미널),293015021,양세오충각,15,127.32190,36.57838
976,293000217,31번 (부강면~조치원버스터미널),293064171,예양2리,16,127.31727,36.58097
977,293000217,31번 (부강면~조치원버스터미널),274002089,동평3리,17,127.31843,36.58647
978,293000217,31번 (부강면~조치원버스터미널),274002088,서평1리,18,127.31470,36.59558
979,293000217,31번 (부강면~조치원버스터미널),274002087,서평리,19,127.31318,36.59852
980,293000217,31번 (부강면~조치원버스터미널),274002001,중봉리,20,127.30684,36.60392
981,293000217,31번 (부강면~조치원버스터미널),293064260,조치원버스터미널,21,127.30276,36.60188
982,293000216,31번 (조치원버스터미널~부강면),293064259,조치원버스터미널,1,127.30289,36.60190
983,293000216,31번 (조치원버스터미널~부강면),274002040,중봉리,2,127.30656,36.60364
984,293000216,31번 (조치원버스터미널~부강면),274002086,서평리,3,127.31297,36.59864
985,293000216,31번 (조치원버스터미널~부강면),271010111,서평1리,4,127.31459,36.59553
986,293000216,31번 (조치원버스터미널~부강면),274002090,동평3리,5,127.31859,36.58680
987,293000216,31번 (조치원버스터미널~부강면),293015015,예양2리,6,127.31725,36.58086
988,293000216,31번 (조치원버스터미널~부강면),293015020,양세오충각,7,127.32177,36.57851
989,293000216,31번 (조치원버스터미널~부강면),293015018,예양1리,8,127.32112,36.57621
990,293000216,31번 (조치원버스터미널~부강면),293015023,예양리,9,127.32303,36.57283
991,293000216,31번 (조치원버스터미널~부강면),293064276,노송2리,10,127.32613,36.57114
992,293000216,31번 (조치원버스터미널~부강면),293015040,노송1리(노리미),11,127.32820,36.56931
993,293000216,31번 (조치원버스터미널~부강면),293064172,노송1리,12,127.33042,36.56681
994,293000216,31번 (조치원버스터미널~부강면),293064297,노송리,13,127.33588,36.56266
995,293000216,31번 (조치원버스터미널~부강면),293064277,응암2리,14,127.34165,36.55726
996,293000216,31번 (조치원버스터미널~부강면),293015057,응암4리,15,127.34467,36.55802
997,293000216,31번 (조치원버스터미널~부강면),293064278,응암3리,16,127.35309,36.54794
998,293000216,31번 (조치원버스터미널~부강면),293015073,응암3리입구,17,127.35382,36.54687
999,293000216,31번 (조치원버스터미널~부강면),293012003,갈산2리,18,127.35598,36.53756
1000,293000216,31번 (조치원버스터미널~부강면),293012008,부강리,19,127.35955,36.53303
1001,293000216,31번 (조치원버스터미널~부강면),293012011,부강역,20,127.36464,36.53189
1002,293000216,31번 (조치원버스터미널~부강면),293012017,부강면,21,127.36613,36.52986
1003,293000219,32번 (부강면~조치원버스터미널),293012017,부강면,1,127.36613,36.52986
1004,293000219,32번 (부강면~조치원버스터미널),293012014,부강역,2,127.36517,36.53192
1005,293000219,32번 (부강면~조치원버스터미널),293012009,부강리,3,127.36088,36.53291
1006,293000219,32번 (부강면~조치원버스터미널),293015066,청정아파트,4,127.35153,36.52924
1007,293000219,32번 (부강면~조치원버스터미널),293015067,명학2리(황룡사),5,127.35158,36.52685
1008,293000219,32번 (부강면~조치원버스터미널),293015070,청정아파트,6,127.35172,36.52908
1009,293000219,32번 (부강면~조치원버스터미널),293015068,명학3리,7,127.35163,36.53472
1010,293000219,32번 (부강면~조치원버스터미널),293064290,응암리(우리종묘),8,127.34530,36.53960
1011,293000219,32번 (부강면~조치원버스터미널),293015060,응암리(가마골),9,127.34694,36.54116
1012,293000219,32번 (부강면~조치원버스터미널),293064289,응암리(영모재),10,127.34476,36.54234
1013,293000219,32번 (부강면~조치원버스터미널),293015052,응암1리마을회관,11,127.34252,36.54295
1014,293000219,32번 (부강면~조치원버스터미널),293064225,삼성전기,12,127.33614,36.53965
1015,293000219,32번 (부강면~조치원버스터미널),293064227,리봄화장품,13,127.33086,36.54517
1016,293000219,32번 (부강면~조치원버스터미널),293064229,명학산업단지입구,14,127.32802,36.54925
1017,293000219,32번 (부강면~조치원버스터미널),293015029,내판3리,15,127.32522,36.54816
1018,293000219,32번 (부강면~조치원버스터미널),293015032,내판2리,16,127.32564,36.55202
1019,293000219,32번 (부강면~조치원버스터미널),293015036,연동중학교,17,127.32801,36.55290
1020,293000219,32번 (부강면~조치원버스터미널),293015028,내판역,18,127.32516,36.55796
1021,293000219,32번 (부강면~조치원버스터미널),293064283,송용리,19,127.32323,36.56165
1022,293000219,32번 (부강면~조치원버스터미널),293064281,송용1리마을회관,20,127.32635,36.56415
1023,293000219,32번 (부강면~조치원버스터미널),293064279,노송1리,21,127.33059,36.56688
1024,293000219,32번 (부강면~조치원버스터미널),293015037,노송1리(노리미),22,127.32836,36.56935
1025,293000219,32번 (부강면~조치원버스터미널),293015033,노송2리,23,127.32616,36.57126
1026,293000219,32번 (부강면~조치원버스터미널),293015025,예양리,24,127.32321,36.57279
1027,293000219,32번 (부강면~조치원버스터미널),293015019,예양1리,25,127.32155,36.57534
1028,293000219,32번 (부강면~조치원버스터미널),293015021,양세오충각,26,127.32190,36.57838
1029,293000219,32번 (부강면~조치원버스터미널),293064171,예양2리,27,127.31727,36.58097
1030,293000219,32번 (부강면~조치원버스터미널),274002089,동평3리,28,127.31843,36.58647
1031,293000219,32번 (부강면~조치원버스터미널),274002088,서평1리,29,127.31470,36.59558
1032,293000219,32번 (부강면~조치원버스터미널),274002087,서평리,30,127.31318,36.59852
1033,293000219,32번 (부강면~조치원버스터미널),274002001,중봉리,31,127.30684,36.60392
1034,293000219,32번 (부강면~조치원버스터미널),293064260,조치원버스터미널,32,127.30276,36.60188
1035,293000218,32번 (조치원버스터미널~부강면),293064259,조치원버스터미널,1,127.30289,36.60190
1036,293000218,32번 (조치원버스터미널~부강면),274002040,중봉리,2,127.30656,36.60364
1037,293000218,32번 (조치원버스터미널~부강면),274002086,서평리,3,127.31297,36.59864
1038,293000218,32번 (조치원버스터미널~부강면),271010111,서평1리,4,127.31459,36.59553
1039,293000218,32번 (조치원버스터미널~부강면),274002090,동평3리,5,127.31859,36.58680
1040,293000218,32번 (조치원버스터미널~부강면),293015015,예양2리,6,127.31725,36.58086
1041,293000218,32번 (조치원버스터미널~부강면),293015020,양세오충각,7,127.32177,36.57851
1042,293000218,32번 (조치원버스터미널~부강면),293015018,예양1리,8,127.32112,36.57621
1043,293000218,32번 (조치원버스터미널~부강면),293015023,예양리,9,127.32303,36.57283
1044,293000218,32번 (조치원버스터미널~부강면),293064276,노송2리,10,127.32613,36.57114
1045,293000218,32번 (조치원버스터미널~부강면),293015040,노송1리(노리미),11,127.32820,36.56931
1046,293000218,32번 (조치원버스터미널~부강면),293064172,노송1리,12,127.33042,36.56681
1047,293000218,32번 (조치원버스터미널~부강면),293064282,송용1리마을회관,13,127.32641,36.56423
1048,293000218,32번 (조치원버스터미널~부강면),293064284,송용리,14,127.32322,36.56180
1049,293000218,32번 (조치원버스터미널~부강면),293015030,내판역,15,127.32520,36.55751
1050,293000218,32번 (조치원버스터미널~부강면),293015035,연동중학교,16,127.32796,36.55269
1051,293000218,32번 (조치원버스터미널~부강면),293015031,내판2리,17,127.32554,36.55188
1052,293000218,32번 (조치원버스터미널~부강면),293015029,내판3리,18,127.32522,36.54816
1053,293000218,32번 (조치원버스터미널~부강면),293064230,명학산업단지입구,19,127.32771,36.54911
1054,293000218,32번 (조치원버스터미널~부강면),293064228,리봄화장품,20,127.33051,36.54507
1055,293000218,32번 (조치원버스터미널~부강면),293064226,삼성전기,21,127.33595,36.53950
1056,293000218,32번 (조치원버스터미널~부강면),293064285,응암1리마을회관,22,127.34264,36.54289
1057,293000218,32번 (조치원버스터미널~부강면),293064286,응암리(영모재),23,127.34471,36.54225
1058,293000218,32번 (조치원버스터미널~부강면),293064287,응암리(가마골),24,127.34679,36.54118
1059,293000218,32번 (조치원버스터미널~부강면),293064288,응암리(우리종묘),25,127.34514,36.53966
1060,293000218,32번 (조치원버스터미널~부강면),293015069,명학3리,26,127.35168,36.53454
1061,293000218,32번 (조치원버스터미널~부강면),293015066,청정아파트,27,127.35153,36.52924
1062,293000218,32번 (조치원버스터미널~부강면),293015065,명학2리(황룡사),28,127.35145,36.52683
1063,293000218,32번 (조치원버스터미널~부강면),293015070,청정아파트,29,127.35172,36.52908
1064,293000218,32번 (조치원버스터미널~부강면),293012008,부강리,30,127.35955,36.53303
1065,293000218,32번 (조치원버스터미널~부강면),293012011,부강역,31,127.36464,36.53189
1066,293000218,32번 (조치원버스터미널~부강면),293012017,부강면,32,127.36613,36.52986
1067,293000221,33번 (부강면~조치원버스터미널),293012017,부강면,1,127.36613,36.52986
1068,293000221,33번 (부강면~조치원버스터미널),293012014,부강역,2,127.36517,36.53192
1069,293000221,33번 (부강면~조치원버스터미널),293012009,부강리,3,127.36088,36.53291
1070,293000221,33번 (부강면~조치원버스터미널),293015066,청정아파트,4,127.35153,36.52924
1071,293000221,33번 (부강면~조치원버스터미널),293015065,명학2리(황룡사),5,127.35145,36.52683
1072,293000221,33번 (부강면~조치원버스터미널),293015071,청봉사,6,127.35360,36.52218
1073,293000221,33번 (부강면~조치원버스터미널),293064291,명학2리(용당),7,127.35397,36.52026
1074,293000221,33번 (부강면~조치원버스터미널),293015061,용운사,8,127.34700,36.51858
1075,293000221,33번 (부강면~조치원버스터미널),293015054,합강2리,9,127.34280,36.51823
1076,293000221,33번 (부강면~조치원버스터미널),293015048,합강2리(합강공원),10,127.33971,36.51779
1077,293000221,33번 (부강면~조치원버스터미널),293015053,합강2리,11,127.34261,36.51809
1078,293000221,33번 (부강면~조치원버스터미널),293015059,용운사,12,127.34674,36.51838
1079,293000221,33번 (부강면~조치원버스터미널),293015076,명학2리(용당),13,127.35409,36.52015
1080,293000221,33번 (부강면~조치원버스터미널),293015072,청봉사,14,127.35368,36.52228
1081,293000221,33번 (부강면~조치원버스터미널),293015067,명학2리(황룡사),15,127.35158,36.52685
1082,293000221,33번 (부강면~조치원버스터미널),293015070,청정아파트,16,127.35172,36.52908
1083,293000221,33번 (부강면~조치원버스터미널),293015068,명학3리,17,127.35163,36.53472
1084,293000221,33번 (부강면~조치원버스터미널),293015063,명학리,18,127.34803,36.53579
1085,293000221,33번 (부강면~조치원버스터미널),293015055,명학1리,19,127.34346,36.53720
1086,293000221,33번 (부강면~조치원버스터미널),293015050,명학산업단지,20,127.34062,36.53897
1087,293000221,33번 (부강면~조치원버스터미널),293015043,응암농공단지,21,127.33419,36.54621
1088,293000221,33번 (부강면~조치원버스터미널),293015039,교과서박물관,22,127.33046,36.54933
1089,293000221,33번 (부강면~조치원버스터미널),293064345,연동중학교,23,127.32835,36.55275
1090,293000221,33번 (부강면~조치원버스터미널),293064344,내판2리,24,127.32546,36.55255
1091,293000221,33번 (부강면~조치원버스터미널),293064293,문주리입구,25,127.31118,36.54824
1092,293000221,33번 (부강면~조치원버스터미널),293015009,문주리,26,127.31038,36.54699
1093,293000221,33번 (부강면~조치원버스터미널),293015002,송용3리,27,127.30381,36.56033
1094,293000221,33번 (부강면~조치원버스터미널),293015006,송용3리(신촌),28,127.30816,36.56887
1095,293000221,33번 (부강면~조치원버스터미널),293015005,예양2리(강촌),29,127.30812,36.57682
1096,293000221,33번 (부강면~조치원버스터미널),293015012,예양리(강촌입구),30,127.31239,36.58033
1097,293000221,33번 (부강면~조치원버스터미널),293064295,예양2리,31,127.31666,36.58080
1098,293000221,33번 (부강면~조치원버스터미널),274002089,동평3리,32,127.31843,36.58647
1099,293000221,33번 (부강면~조치원버스터미널),274002088,서평1리,33,127.31470,36.59558
1100,293000221,33번 (부강면~조치원버스터미널),274002087,서평리,34,127.31318,36.59852
1101,293000221,33번 (부강면~조치원버스터미널),274002001,중봉리,35,127.30684,36.60392
1102,293000221,33번 (부강면~조치원버스터미널),293064260,조치원버스터미널,36,127.30276,36.60188
1103,293000220,33번 (조치원버스터미널~부강면),293064259,조치원버스터미널,1,127.30289,36.60190
1104,293000220,33번 (조치원버스터미널~부강면),274002040,중봉리,2,127.30656,36.60364
1105,293000220,33번 (조치원버스터미널~부강면),274002086,서평리,3,127.31297,36.59864
1106,293000220,33번 (조치원버스터미널~부강면),271010111,서평1리,4,127.31459,36.59553
1107,293000220,33번 (조치원버스터미널~부강면),274002090,동평3리,5,127.31859,36.58680
1108,293000220,33번 (조치원버스터미널~부강면),293064294,예양2리,6,127.31659,36.58092
1109,293000220,33번 (조치원버스터미널~부강면),293064296,예양리(강촌입구),7,127.31238,36.58041
1110,293000220,33번 (조치원버스터미널~부강면),293015003,예양2리(강촌),8,127.30800,36.57658
1111,293000220,33번 (조치원버스터미널~부강면),293015004,송용3리(신촌),9,127.30807,36.56901
1112,293000220,33번 (조치원버스터미널~부강면),293015001,송용3리,10,127.30372,36.56038
1113,293000220,33번 (조치원버스터미널~부강면),293064014,문주리,11,127.31050,36.54694
1114,293000220,33번 (조치원버스터미널~부강면),293064292,문주리입구,12,127.31128,36.54819
1115,293000220,33번 (조치원버스터미널~부강면),293064343,내판2리,13,127.32523,36.55270
1116,293000220,33번 (조치원버스터미널~부강면),293064346,연동중학교,14,127.32829,36.55293
1117,293000220,33번 (조치원버스터미널~부강면),293015038,교과서박물관,15,127.33021,36.54940
1118,293000220,33번 (조치원버스터미널~부강면),293015044,응암농공단지,16,127.33441,36.54570
1119,293000220,33번 (조치원버스터미널~부강면),293015049,명학산업단지,17,127.34013,36.53905
1120,293000220,33번 (조치원버스터미널~부강면),293015056,명학1리,18,127.34345,36.53703
1121,293000220,33번 (조치원버스터미널~부강면),293015062,명학리,19,127.34787,36.53567
1122,293000220,33번 (조치원버스터미널~부강면),293015069,명학3리,20,127.35168,36.53454
1123,293000220,33번 (조치원버스터미널~부강면),293015066,청정아파트,21,127.35153,36.52924
1124,293000220,33번 (조치원버스터미널~부강면),293015065,명학2리(황룡사),22,127.35145,36.52683
1125,293000220,33번 (조치원버스터미널~부강면),293015071,청봉사,23,127.35360,36.52218
1126,293000220,33번 (조치원버스터미널~부강면),293064291,명학2리(용당),24,127.35397,36.52026
1127,293000220,33번 (조치원버스터미널~부강면),293015061,용운사,25,127.34700,36.51858
1128,293000220,33번 (조치원버스터미널~부강면),293015054,합강2리,26,127.34280,36.51823
1129,293000220,33번 (조치원버스터미널~부강면),293015048,합강2리(합강공원),27,127.33971,36.51779
1130,293000220,33번 (조치원버스터미널~부강면),293015053,합강2리,28,127.34261,36.51809
1131,293000220,33번 (조치원버스터미널~부강면),293015059,용운사,29,127.34674,36.51838
1132,293000220,33번 (조치원버스터미널~부강면),293015076,명학2리(용당),30,127.35409,36.52015
1133,293000220,33번 (조치원버스터미널~부강면),293015072,청봉사,31,127.35368,36.52228
1134,293000220,33번 (조치원버스터미널~부강면),293015067,명학2리(황룡사),32,127.35158,36.52685
1135,293000220,33번 (조치원버스터미널~부강면),293015070,청정아파트,33,127.35172,36.52908
1136,293000220,33번 (조치원버스터미널~부강면),293012008,부강리,34,127.35955,36.53303
1137,293000220,33번 (조치원버스터미널~부강면),293012011,부강역,35,127.36464,36.53189
1138,293000220,33번 (조치원버스터미널~부강면),293012017,부강면,36,127.36613,36.52986
1139,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293055059,세종고속시외버스터미널,1,127.27350,36.46881
1140,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064232,대평동(해들마을),2,127.27639,36.47192
1141,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064207,보람동(해들마을),3,127.28050,36.47465
1142,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064079,세종시청.교육청.시의회,4,127.28835,36.47819
1143,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064164,세종우체국(보람초등학교),5,127.29314,36.48026
1144,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064215,소담동(새샘마을),6,127.29770,36.48238
1145,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064213,글벗중학교(새샘마을9단지),7,127.29846,36.48989
1146,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293057002,한국조세재정연구원,8,127.30063,36.49285
1147,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064077,국책연구단지북측,9,127.30335,36.49556
1148,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064258,반곡동(수루배마을),10,127.31096,36.49754
1149,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064225,삼성전기,11,127.33614,36.53965
1150,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064227,리봄화장품,12,127.33086,36.54517
1151,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064229,명학산업단지입구,13,127.32802,36.54925
1152,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293015032,내판2리,14,127.32564,36.55202
1153,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293015036,연동중학교,15,127.32801,36.55290
1154,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293015028,내판역,16,127.32516,36.55796
1155,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293015026,송용리,17,127.32318,36.56199
1156,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293015025,예양리,18,127.32321,36.57279
1157,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293015019,예양1리,19,127.32155,36.57534
1158,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293015021,양세오충각,20,127.32190,36.57838
1159,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293064171,예양2리,21,127.31727,36.58097
1160,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),274002089,동평3리,22,127.31843,36.58647
1161,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),274002088,서평1리,23,127.31470,36.59558
1162,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),274002087,서평리,24,127.31318,36.59852
1163,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),274002001,중봉리,25,127.30684,36.60392
1164,293000170,340번 (세종고속시외버스터미널~조치원버스터미널),293001094,조치원버스터미널,26,127.30352,36.60246
1165,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293001094,조치원버스터미널,1,127.30352,36.60246
1166,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),274002040,중봉리,2,127.30656,36.60364
1167,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),274002086,서평리,3,127.31297,36.59864
1168,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),274002090,동평3리,4,127.31859,36.58680
1169,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015015,예양2리,5,127.31725,36.58086
1170,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015020,양세오충각,6,127.32177,36.57851
1171,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015018,예양1리,7,127.32112,36.57621
1172,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015023,예양리,8,127.32303,36.57283
1173,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015022,송용리,9,127.32299,36.56180
1174,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015030,내판역,10,127.32520,36.55751
1175,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015035,연동중학교,11,127.32796,36.55269
1176,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293015031,내판2리,12,127.32554,36.55188
1177,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064230,명학산업단지입구,13,127.32771,36.54911
1178,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064228,리봄화장품,14,127.33051,36.54507
1179,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064226,삼성전기,15,127.33595,36.53950
1180,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064257,반곡동(수루배마을),16,127.31228,36.49774
1181,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064078,국책연구단지북측,17,127.30342,36.49598
1182,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293057001,한국조세재정연구원,18,127.30037,36.49277
1183,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064212,글벗중학교(새샘마을9단지),19,127.29862,36.49065
1184,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064217,소담동(새샘마을),20,127.29732,36.48271
1185,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064165,세종우체국(보람초등학교),21,127.29277,36.48054
1186,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064080,세종시청.교육청.시의회,22,127.28782,36.47840
1187,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064208,보람동(호려울마을),23,127.28173,36.47576
1188,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293064231,대평동(해들마을),24,127.27631,36.47230
1189,293000171,340번 (조치원버스터미널~세종고속시외버스터미널),293055058,세종고속시외버스터미널,25,127.27359,36.46899
1190,293000223,34번 (부강면~조치원버스터미널),293012017,부강면,1,127.36613,36.52986
1191,293000223,34번 (부강면~조치원버스터미널),293012014,부강역,2,127.36517,36.53192
1192,293000223,34번 (부강면~조치원버스터미널),293012009,부강리,3,127.36088,36.53291
1193,293000223,34번 (부강면~조치원버스터미널),293015066,청정아파트,4,127.35153,36.52924
1194,293000223,34번 (부강면~조치원버스터미널),293015067,명학2리(황룡사),5,127.35158,36.52685
1195,293000223,34번 (부강면~조치원버스터미널),293015070,청정아파트,6,127.35172,36.52908
1196,293000223,34번 (부강면~조치원버스터미널),293015068,명학3리,7,127.35163,36.53472
1197,293000223,34번 (부강면~조치원버스터미널),293015063,명학리,8,127.34803,36.53579
1198,293000223,34번 (부강면~조치원버스터미널),293015055,명학1리,9,127.34346,36.53720
1199,293000223,34번 (부강면~조치원버스터미널),293015046,명학산업단지 관리사무소,10,127.33691,36.53792
1200,293000223,34번 (부강면~조치원버스터미널),293064225,삼성전기,11,127.33614,36.53965
1201,293000223,34번 (부강면~조치원버스터미널),293064227,리봄화장품,12,127.33086,36.54517
1202,293000223,34번 (부강면~조치원버스터미널),293064229,명학산업단지입구,13,127.32802,36.54925
1203,293000223,34번 (부강면~조치원버스터미널),293015032,내판2리,14,127.32564,36.55202
1204,293000223,34번 (부강면~조치원버스터미널),293015036,연동중학교,15,127.32801,36.55290
1205,293000223,34번 (부강면~조치원버스터미널),293015028,내판역,16,127.32516,36.55796
1206,293000223,34번 (부강면~조치원버스터미널),293015026,송용리,17,127.32318,36.56199
1207,293000223,34번 (부강면~조치원버스터미널),293015025,예양리,18,127.32321,36.57279
1208,293000223,34번 (부강면~조치원버스터미널),293015019,예양1리,19,127.32155,36.57534
1209,293000223,34번 (부강면~조치원버스터미널),293015021,양세오충각,20,127.32190,36.57838
1210,293000223,34번 (부강면~조치원버스터미널),293064171,예양2리,21,127.31727,36.58097
1211,293000223,34번 (부강면~조치원버스터미널),274002089,동평3리,22,127.31843,36.58647
1212,293000223,34번 (부강면~조치원버스터미널),274002088,서평1리,23,127.31470,36.59558
1213,293000223,34번 (부강면~조치원버스터미널),274002087,서평리,24,127.31318,36.59852
1214,293000223,34번 (부강면~조치원버스터미널),274002001,중봉리,25,127.30684,36.60392
1215,293000223,34번 (부강면~조치원버스터미널),293064260,조치원버스터미널,26,127.30276,36.60188
1216,293000222,34번 (조치원버스터미널~부강면),293064259,조치원버스터미널,1,127.30289,36.60190
1217,293000222,34번 (조치원버스터미널~부강면),274002040,중봉리,2,127.30656,36.60364
1218,293000222,34번 (조치원버스터미널~부강면),274002086,서평리,3,127.31297,36.59864
1219,293000222,34번 (조치원버스터미널~부강면),271010111,서평1리,4,127.31459,36.59553
1220,293000222,34번 (조치원버스터미널~부강면),274002090,동평3리,5,127.31859,36.58680
1221,293000222,34번 (조치원버스터미널~부강면),293015015,예양2리,6,127.31725,36.58086
1222,293000222,34번 (조치원버스터미널~부강면),293015020,양세오충각,7,127.32177,36.57851
1223,293000222,34번 (조치원버스터미널~부강면),293015018,예양1리,8,127.32112,36.57621
1224,293000222,34번 (조치원버스터미널~부강면),293015023,예양리,9,127.32303,36.57283
1225,293000222,34번 (조치원버스터미널~부강면),293015022,송용리,10,127.32299,36.56180
1226,293000222,34번 (조치원버스터미널~부강면),293015030,내판역,11,127.32520,36.55751
1227,293000222,34번 (조치원버스터미널~부강면),293015035,연동중학교,12,127.32796,36.55269
1228,293000222,34번 (조치원버스터미널~부강면),293015031,내판2리,13,127.32554,36.55188
1229,293000222,34번 (조치원버스터미널~부강면),293064230,명학산업단지입구,14,127.32771,36.54911
1230,293000222,34번 (조치원버스터미널~부강면),293064228,리봄화장품,15,127.33051,36.54507
1231,293000222,34번 (조치원버스터미널~부강면),293064226,삼성전기,16,127.33595,36.53950
1232,293000222,34번 (조치원버스터미널~부강면),293015045,명학산업단지 관리사무소,17,127.33699,36.53777
1233,293000222,34번 (조치원버스터미널~부강면),293015056,명학1리,18,127.34345,36.53703
1234,293000222,34번 (조치원버스터미널~부강면),293015062,명학리,19,127.34787,36.53567
