,노선ID,노선명,정류장ID,정류장명,정류장 순서,X좌표,Y좌표,GPS X좌표,GPS Y좌표
479,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064373,다정고등학교(가온마을1단지),20,127.24312,36.49279,127.24312,36.49279
480,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064367,다정중학교(가온마을4단지),21,127.24818,36.49363,127.24818,36.49363
481,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064370,"가온마을4,7단지",22,127.24948,36.49155,127.24948,36.49155
482,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064371,새뜸마을10단지,23,127.25082,36.49057,127.25082,36.49057
483,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064369,새뜸마을14단지,24,127.25504,36.49090,127.25504,36.49090
484,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064350,나릿재마을,25,127.25819,36.49122,127.25819,36.49122
485,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064269,세종세무서,26,127.26349,36.49598,127.26349,36.49598
486,293000269,"203번 (세종예술고등학교~세종예술고등학교, 2)",293064348,세종예술고등학교,27,127.26926,36.49212,127.26926,36.49212
487,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064384,충남대학교병원세종의원,1,127.26647,36.49675,127.26647,36.49675
488,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064348,세종예술고등학교,2,127.26926,36.49212,127.26926,36.49212
489,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293053010,한솔동(첫마을),3,127.26187,36.48129,127.26187,36.48129
490,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293053007,첫마을1단지,4,127.25920,36.48385,127.25920,36.48385
491,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064241,"새뜸마을5,8단지",5,127.25352,36.48250,127.25352,36.48250
492,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064309,"새뜸마을5,6단지",6,127.25128,36.48339,127.25128,36.48339
493,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064311,"새뜸마을1,2단지",7,127.24742,36.48279,127.24742,36.48279
494,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064391,"새뜸마을3,4단지",8,127.24707,36.48648,127.24707,36.48648
495,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064314,새롬고등학교(새뜸마을7단지),9,127.24929,36.48695,127.24929,36.48695
496,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064237,"가온마을4,7단지",10,127.24981,36.49123,127.24981,36.49123
497,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064263,다정동커뮤니티센터,11,127.24904,36.49551,127.24904,36.49551
498,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064307,"가온마을6,9단지",12,127.24918,36.49861,127.24918,36.49861
499,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293062002,어진중학교(가재마을9단지),13,127.25504,36.49866,127.25504,36.49866
500,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293062008,정부세종청사남측,14,127.26010,36.50160,127.26010,36.50160
501,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293062012,정부세종청사북측,15,127.26169,36.50489,127.26169,36.50489
502,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293062016,도램마을9단지,16,127.26248,36.50848,127.26248,36.50848
503,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293062024,"양지중학교(한뜰마을1,2단지)",17,127.26767,36.50712,127.26767,36.50712
504,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293062027,공정거래위원회,18,127.26720,36.50446,127.26720,36.50446
505,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293062019,제3주차장,19,127.26608,36.50222,127.26608,36.50222
506,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064306,국립세종도서관정문,20,127.26764,36.49918,127.26764,36.49918
507,293000231,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 1)",293064384,충남대학교병원세종의원,21,127.26647,36.49675,127.26647,36.49675
508,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064062,충남대학교병원세종의원,1,127.26664,36.49667,127.26664,36.49667
509,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064063,국립세종도서관정문,2,127.26780,36.49912,127.26780,36.49912
510,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293062020,제3주차장,3,127.26609,36.50168,127.26609,36.50168
511,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293062021,공정거래위원회,4,127.26735,36.50435,127.26735,36.50435
512,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064392,"한뜰마을1,2단지",5,127.26795,36.50640,127.26795,36.50640
513,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293062015,인사혁신처,6,127.26154,36.50795,127.26154,36.50795
514,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293062013,정부세종청사북측,7,127.26138,36.50515,127.26138,36.50515
515,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293062005,정부세종청사남측,8,127.25934,36.50083,127.25934,36.50083
516,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293062003,어진중학교(가재마을9단지),9,127.25491,36.49893,127.25491,36.49893
517,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064262,"가온마을6,9단지",10,127.24896,36.49861,127.24896,36.49861
518,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064264,다정동커뮤니티센터,11,127.24880,36.49434,127.24880,36.49434
519,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064238,"새뜸마을7,10단지",12,127.24990,36.48988,127.24990,36.48988
520,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064315,새롬고등학교(새뜸마을7단지),13,127.24925,36.48714,127.24925,36.48714
521,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064390,"새뜸마을3,4단지",14,127.24701,36.48663,127.24701,36.48663
522,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064310,"새뜸마을1,2단지",15,127.24746,36.48260,127.24746,36.48260
523,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064308,"새뜸마을5,6단지",16,127.25139,36.48324,127.25139,36.48324
524,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064242,"새뜸마을5,8단지",17,127.25328,36.48239,127.25328,36.48239
525,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064009,첫마을1단지,18,127.25863,36.48334,127.25863,36.48334
526,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293053008,한솔동(첫마을),19,127.26155,36.48114,127.26155,36.48114
527,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064347,세종예술고등학교,20,127.26956,36.49210,127.26956,36.49210
528,293000232,"204번 (충남대학교병원세종의원~충남대학교병원세종의원, 2)",293064062,충남대학교병원세종의원,21,127.26664,36.49667,127.26664,36.49667
529,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064096,"두루초,중학교",1,127.23918,36.51872,127.23918,36.51872
530,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064094,두루중학교,2,127.23733,36.51749,127.23733,36.51749
531,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064092,가락초등학교,3,127.23362,36.51570,127.23362,36.51570
532,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064106,"가락마을11,13단지",4,127.23311,36.51301,127.23311,36.51301
533,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064090,고운고등학교,5,127.23424,36.50894,127.23424,36.50894
534,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064029,고운중학교,6,127.23776,36.50608,127.23776,36.50608
535,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064205,"가락마을7,8단지",7,127.24027,36.50519,127.24027,36.50519
536,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064149,범지기마을1단지,8,127.24302,36.50873,127.24302,36.50873
537,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064071,가재마을12단지,9,127.25050,36.50732,127.25050,36.50732
538,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064072,도램마을1단지,10,127.25733,36.50758,127.25733,36.50758
539,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064023,정부세종청사스포츠센터,11,127.25848,36.50630,127.25848,36.50630
540,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293062012,정부세종청사북측,12,127.26169,36.50489,127.26169,36.50489
541,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293062016,도램마을9단지,13,127.26248,36.50848,127.26248,36.50848
542,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293062024,"양지중학교(한뜰마을1,2단지)",14,127.26767,36.50712,127.26767,36.50712
543,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293062026,국무조정실(한뜰마을3단지),15,127.27132,36.50383,127.27132,36.50383
544,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293014034,세종호수공원,16,127.27738,36.50216,127.27738,36.50216
545,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064078,국책연구단지북측,17,127.30342,36.49598,127.30342,36.49598
546,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293057001,한국조세재정연구원,18,127.30037,36.49277,127.30037,36.49277
547,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064212,글벗중학교(새샘마을9단지),19,127.29862,36.49065,127.29862,36.49065
548,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064365,새샘마을6단지,20,127.30424,36.48451,127.30424,36.48451
549,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293060003,한국개발연구원(KDI),21,127.30716,36.48246,127.30716,36.48246
550,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064363,소담고등학교(새샘마을1단지),22,127.30277,36.48154,127.30277,36.48154
551,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064168,"새샘마을1,2단지",23,127.29894,36.48078,127.29894,36.48078
552,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064166,"호려울마을8,9단지",24,127.29601,36.47965,127.29601,36.47965
553,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064165,세종우체국(보람초등학교),25,127.29277,36.48054,127.29277,36.48054
554,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064080,세종시청.교육청.시의회,26,127.28782,36.47840,127.28782,36.47840
555,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064208,보람동(호려울마을),27,127.28173,36.47576,127.28173,36.47576
556,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293064231,대평동(해들마을),28,127.27631,36.47230,127.27631,36.47230
557,293000279,"221번 (두루초,중학교~세종고속시외버스터미널)",293055058,세종고속시외버스터미널,29,127.27359,36.46899,127.27359,36.46899
558,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293055059,세종고속시외버스터미널,1,127.27350,36.46881,127.27350,36.46881
559,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064232,대평동(해들마을),2,127.27639,36.47192,127.27639,36.47192
560,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064207,보람동(해들마을),3,127.28050,36.47465,127.28050,36.47465
561,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064079,세종시청.교육청.시의회,4,127.28835,36.47819,127.28835,36.47819
562,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064164,세종우체국(보람초등학교),5,127.29314,36.48026,127.29314,36.48026
563,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064167,"호려울마을8,9단지",6,127.29675,36.47977,127.29675,36.47977
564,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064169,"새샘마을1,2단지",7,127.29997,36.48085,127.29997,36.48085
565,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064362,소담고등학교(새샘마을5단지),8,127.30453,36.48155,127.30453,36.48155
566,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293060004,한국개발연구원(KDI),9,127.30745,36.48258,127.30745,36.48258
567,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064364,새샘마을6단지,10,127.30449,36.48474,127.30449,36.48474
568,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064213,글벗중학교(새샘마을9단지),11,127.29846,36.48989,127.29846,36.48989
569,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293057002,한국조세재정연구원,12,127.30063,36.49285,127.30063,36.49285
570,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064077,국책연구단지북측,13,127.30335,36.49556,127.30335,36.49556
571,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293014035,세종호수공원,14,127.27744,36.50234,127.27744,36.50234
572,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293062025,국무조정실(한뜰마을3단지),15,127.27115,36.50408,127.27115,36.50408
573,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064392,"한뜰마을1,2단지",16,127.26795,36.50640,127.26795,36.50640
574,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293062015,인사혁신처,17,127.26154,36.50795,127.26154,36.50795
575,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293062013,정부세종청사북측,18,127.26138,36.50515,127.26138,36.50515
576,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064024,정부세종청사스포츠센터,19,127.25870,36.50631,127.25870,36.50631
577,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064058,도램마을1단지,20,127.25726,36.50781,127.25726,36.50781
578,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064059,범지기마을4단지,21,127.24909,36.50783,127.24909,36.50783
579,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064148,범지기마을1단지,22,127.24217,36.50899,127.24217,36.50899
580,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064158,"가락마을7,8단지",23,127.23952,36.50559,127.23952,36.50559
581,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064028,고운중학교,24,127.23673,36.50688,127.23673,36.50688
582,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064089,고운고등학교,25,127.23436,36.50927,127.23436,36.50927
583,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064107,"가락마을11,13단지",26,127.23341,36.51295,127.23341,36.51295
584,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064091,가락초등학교,27,127.23375,36.51561,127.23375,36.51561
585,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064093,두루중학교,28,127.23820,36.51733,127.23820,36.51733
586,293000278,"221번 (세종고속시외버스터미널~두루초,중학교)",293064095,"두루초,중학교",29,127.23946,36.51918,127.23946,36.51918
587,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064378,"수루배마을8,9단지",1,127.31769,36.49816,127.31769,36.49816
588,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064380,"반곡초,중학교",2,127.31221,36.50145,127.31221,36.50145
589,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064382,수루배마을1단지,3,127.30730,36.50028,127.30730,36.50028
590,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064078,국책연구단지북측,4,127.30342,36.49598,127.30342,36.49598
591,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293057001,한국조세재정연구원,5,127.30037,36.49277,127.30037,36.49277
592,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064212,글벗중학교(새샘마을9단지),6,127.29862,36.49065,127.29862,36.49065
593,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064217,소담동(새샘마을),7,127.29732,36.48271,127.29732,36.48271
594,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064165,세종우체국(보람초등학교),8,127.29277,36.48054,127.29277,36.48054
595,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064080,세종시청.교육청.시의회,9,127.28782,36.47840,127.28782,36.47840
596,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064208,보람동(호려울마을),10,127.28173,36.47576,127.28173,36.47576
597,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064353,대평동커뮤니티센터,11,127.27883,36.47225,127.27883,36.47225
598,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293011030,용포리,12,127.28135,36.46863,127.28135,36.46863
599,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293055058,세종고속시외버스터미널,13,127.27359,36.46899,127.27359,36.46899
600,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064010,첫마을3단지,14,127.26117,36.47821,127.26117,36.47821
601,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064007,한솔중학교(첫마을7단지),15,127.25558,36.47538,127.25558,36.47538
602,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064005,첫마을6단지,16,127.25308,36.47542,127.25308,36.47542
603,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064002,첫마을5단지,17,127.25004,36.47770,127.25004,36.47770
604,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064004,첫마을4단지,18,127.25203,36.47998,127.25203,36.47998
605,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064241,"새뜸마을5,8단지",19,127.25352,36.48250,127.25352,36.48250
606,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064239,새롬동커뮤니티센터,20,127.25086,36.48585,127.25086,36.48585
607,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064237,"가온마을4,7단지",21,127.24981,36.49123,127.24981,36.49123
608,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064263,다정동커뮤니티센터,22,127.24904,36.49551,127.24904,36.49551
609,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064307,"가온마을6,9단지",23,127.24918,36.49861,127.24918,36.49861
610,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293062002,어진중학교(가재마을9단지),24,127.25504,36.49866,127.25504,36.49866
611,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293062008,정부세종청사남측,25,127.26010,36.50160,127.26010,36.50160
612,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064064,국립세종도서관,26,127.26746,36.50019,127.26746,36.50019
613,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293062021,공정거래위원회,27,127.26735,36.50435,127.26735,36.50435
614,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064392,"한뜰마을1,2단지",28,127.26795,36.50640,127.26795,36.50640
615,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293056005,인사혁신처,29,127.26151,36.50917,127.26151,36.50917
616,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064110,"도램마을8,10단지",30,127.26000,36.51192,127.26000,36.51192
617,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293056004,도담동(도램마을),31,127.25939,36.51402,127.25939,36.51402
618,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064051,세종충남대병원,32,127.25702,36.51865,127.25702,36.51865
619,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293061007,범지기마을10단지,33,127.25226,36.51879,127.25226,36.51879
620,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293061006,아름초등학교,34,127.25062,36.51470,127.25062,36.51470
621,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293061002,아름동커뮤니티센터,35,127.24733,36.51182,127.24733,36.51182
622,293000280,"222번 (수루배마을8,9단지~축산품질평가원)",293064142,축산품질평가원,36,127.24235,36.51210,127.24235,36.51210
623,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064150,축산품질평가원,1,127.24233,36.51189,127.24233,36.51189
624,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293061003,아름동커뮤니티센터,2,127.24741,36.51163,127.24741,36.51163
625,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064054,"범지기마을8,12단지",3,127.25041,36.51250,127.25041,36.51250
626,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064055,아름초등학교,4,127.25115,36.51536,127.25115,36.51536
627,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064056,범지기마을10단지,5,127.25248,36.51854,127.25248,36.51854
628,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064052,세종충남대병원,6,127.25616,36.51872,127.25616,36.51872
629,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293056001,도담동(도램마을),7,127.25879,36.51497,127.25879,36.51497
630,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064109,"도램마을8,10단지",8,127.25944,36.51211,127.25944,36.51211
631,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293062016,도램마을9단지,9,127.26248,36.50848,127.26248,36.50848
632,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293062024,"양지중학교(한뜰마을1,2단지)",10,127.26767,36.50712,127.26767,36.50712
633,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293062027,공정거래위원회,11,127.26720,36.50446,127.26720,36.50446
634,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064222,국립세종도서관,12,127.26758,36.50039,127.26758,36.50039
635,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293062005,정부세종청사남측,13,127.25934,36.50083,127.25934,36.50083
636,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293062003,어진중학교(가재마을9단지),14,127.25491,36.49893,127.25491,36.49893
637,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064262,"가온마을6,9단지",15,127.24896,36.49861,127.24896,36.49861
638,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064264,다정동커뮤니티센터,16,127.24880,36.49434,127.24880,36.49434
639,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064238,"새뜸마을7,10단지",17,127.24990,36.48988,127.24990,36.48988
640,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064240,새롬동커뮤니티센터,18,127.25094,36.48513,127.25094,36.48513
641,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064242,"새뜸마을5,8단지",19,127.25328,36.48239,127.25328,36.48239
642,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064003,첫마을4단지,20,127.25160,36.48019,127.25160,36.48019
643,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064001,첫마을5단지,21,127.24973,36.47762,127.24973,36.47762
644,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064006,첫마을6단지,22,127.25326,36.47503,127.25326,36.47503
645,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064008,한솔중학교(첫마을7단지),23,127.25570,36.47491,127.25570,36.47491
646,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064011,첫마을3단지,24,127.26135,36.47800,127.26135,36.47800
647,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293055059,세종고속시외버스터미널,25,127.27350,36.46881,127.27350,36.46881
648,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293011029,용포리,26,127.28130,36.46842,127.28130,36.46842
649,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064351,대평동커뮤니티센터,27,127.27909,36.47242,127.27909,36.47242
650,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064207,보람동(해들마을),28,127.28050,36.47465,127.28050,36.47465
651,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064079,세종시청.교육청.시의회,29,127.28835,36.47819,127.28835,36.47819
652,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064164,세종우체국(보람초등학교),30,127.29314,36.48026,127.29314,36.48026
653,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064215,소담동(새샘마을),31,127.29770,36.48238,127.29770,36.48238
654,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064213,글벗중학교(새샘마을9단지),32,127.29846,36.48989,127.29846,36.48989
655,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293057002,한국조세재정연구원,33,127.30063,36.49285,127.30063,36.49285
656,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064077,국책연구단지북측,34,127.30335,36.49556,127.30335,36.49556
657,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064383,수루배마을1단지,35,127.30760,36.50018,127.30760,36.50018
658,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064381,"반곡초,중학교",36,127.31226,36.50122,127.31226,36.50122
659,293000281,"222번 (축산품질평가원~수루배마을8,9단지)",293064379,"수루배마을8,9단지",37,127.31739,36.49812,127.31739,36.49812
660,293000228,300번 (신탄진역~조치원역),187000270,신탄진역,1,127.42929,36.44919,127.42929,36.44919
661,293000228,300번 (신탄진역~조치원역),187001378,신탄진동행정복지센터,2,127.42887,36.45212,127.42887,36.45212
662,293000228,300번 (신탄진역~조치원역),274020018,양지리,3,127.42696,36.45930,127.42696,36.45930
663,293000228,300번 (신탄진역~조치원역),274020008,매봉리,4,127.42467,36.47087,127.42467,36.47087
664,293000228,300번 (신탄진역~조치원역),274020003,현도초등학교,5,127.42630,36.47450,127.42630,36.47450
665,293000228,300번 (신탄진역~조치원역),274020010,현도면사무소,6,127.42426,36.48497,127.42426,36.48497
666,293000228,300번 (신탄진역~조치원역),274020045,시목리,7,127.41455,36.48982,127.41455,36.48982
667,293000228,300번 (신탄진역~조치원역),274020014,시목1리,8,127.41061,36.49058,127.41061,36.49058
668,293000228,300번 (신탄진역~조치원역),293012056,등곡2리,9,127.40245,36.49386,127.40245,36.49386
669,293000228,300번 (신탄진역~조치원역),293012053,노호1리,10,127.39858,36.49517,127.39858,36.49517
670,293000228,300번 (신탄진역~조치원역),293012050,매포역(노호2리),11,127.39305,36.49737,127.39305,36.49737
671,293000228,300번 (신탄진역~조치원역),293012046,등곡리,12,127.38499,36.50735,127.38499,36.50735
672,293000228,300번 (신탄진역~조치원역),293012042,등곡3리(충광농원),13,127.38260,36.51325,127.38260,36.51325
673,293000228,300번 (신탄진역~조치원역),293012038,부강면생활체육관,14,127.37381,36.52758,127.37381,36.52758
674,293000228,300번 (신탄진역~조치원역),293012032,부강삼거리,15,127.37200,36.52792,127.37200,36.52792
675,293000228,300번 (신탄진역~조치원역),293012031,부강성당,16,127.37038,36.52822,127.37038,36.52822
676,293000228,300번 (신탄진역~조치원역),293012024,부강3리,17,127.36820,36.52793,127.36820,36.52793
677,293000228,300번 (신탄진역~조치원역),293012020,부강면,18,127.36604,36.52999,127.36604,36.52999
678,293000228,300번 (신탄진역~조치원역),293012014,부강역,19,127.36517,36.53192,127.36517,36.53192
679,293000228,300번 (신탄진역~조치원역),293012009,부강리,20,127.36088,36.53291,127.36088,36.53291
680,293000228,300번 (신탄진역~조치원역),293015068,명학3리,21,127.35163,36.53472,127.35163,36.53472
681,293000228,300번 (신탄진역~조치원역),293015063,명학리,22,127.34803,36.53579,127.34803,36.53579
682,293000228,300번 (신탄진역~조치원역),293015055,명학1리,23,127.34346,36.53720,127.34346,36.53720
683,293000228,300번 (신탄진역~조치원역),293015050,명학산업단지,24,127.34062,36.53897,127.34062,36.53897
